Location,Treatment,Treatment_Value,Age,Gender/Race,Outcome,Outcome_Value
NA,Vegetables,37.641699109971356,AGE_OVERALL,ASN,Depression,41.405869020968495
NA,Vegetables,47.69897126097438,AGE_OVERALL,MALE,Depression,52.46886838707182
NA,Vegetables,51.74603043426775,5064,HIS,Depression,56.92063347769453
NA,Vegetables,52.56494124224978,AGE_OVERALL,ASN,Depression,57.821435366474766
NA,Vegetables,58.70305411885732,5064,NAA,Depression,64.57335953074305
NA,Vegetables,31.71915790644306,65PLUS,OVERALL,Depression,34.891073697087364
NA,Vegetables,65.61594368618185,65PLUS,WHT,Depression,72.17753805480004
NA,Vegetables,50.00458515325256,AGE_OVERALL,NAA,Depression,55.00504366857783
NA,Vegetables,45.67887521732834,65PLUS,ASN,Depression,50.246762739061175
NA,Vegetables,41.54708911310954,5064,BLK,Depression,45.7017980244205
NA,Vegetables,54.37679539161173,AGE_OVERALL,FEMALE,Depression,59.81447493077291
NA,Vegetables,44.58902788003901,65PLUS,NAA,Depression,49.047930668042916
NA,Vegetables,43.49168982718409,AGE_OVERALL,OVERALL,Depression,47.8408588099025
NA,Vegetables,57.778176355231494,AGE_OVERALL,MALE,Depression,63.55599399075465
NA,Vegetables,44.94004249135533,AGE_OVERALL,MALE,Depression,49.434046740490864
NA,Vegetables,30.255631599249796,AGE_OVERALL,WHT,Depression,33.28119475917478
NA,Vegetables,36.27291322793867,65PLUS,OVERALL,Depression,39.900204550732546
NA,Vegetables,59.517266195837344,AGE_OVERALL,NAA,Depression,65.46899281542109
NA,Vegetables,44.853210313296984,65PLUS,BLK,Depression,49.33853134462669
NA,Vegetables,69.49934401239344,5064,MALE,Depression,76.44927841363278
NA,Vegetables,52.60490553592298,5064,BLK,Depression,57.865396089515286
NA,Vegetables,42.457344449484395,5064,OVERALL,Depression,46.70307889443284
NA,Vegetables,40.685882589303716,AGE_OVERALL,HIS,Depression,44.75447084823409
NA,Vegetables,73.73369865568964,AGE_OVERALL,HIS,Depression,81.10706852125861
NA,Vegetables,61.064837888996784,AGE_OVERALL,OVERALL,Depression,67.17132167789647
NA,Vegetables,57.379156644074854,AGE_OVERALL,HIS,Depression,63.11707230848234
NA,Vegetables,53.675121908314345,AGE_OVERALL,MALE,Depression,59.042634099145786
NA,Vegetables,68.84299691074513,5064,WHT,Depression,75.72729660181965
NA,Vegetables,48.23234162639051,65PLUS,FEMALE,Depression,53.05557578902956
NA,Vegetables,42.607562506164626,65PLUS,FEMALE,Depression,46.86831875678109
NA,Vegetables,45.41392855558755,65PLUS,HIS,Depression,49.955321411146315
NA,Vegetables,50.76681777506493,5064,WHT,Depression,55.84349955257143
NA,Vegetables,58.78234023575345,5064,HIS,Depression,64.6605742593288
NA,Vegetables,57.55395795948904,65PLUS,FEMALE,Depression,63.30935375543795
NA,Vegetables,56.87002137195211,AGE_OVERALL,HIS,Depression,62.55702350914733
NA,Vegetables,49.14456478900684,5064,ASN,Depression,54.05902126790753
NA,Vegetables,52.357863679605124,AGE_OVERALL,NAA,Depression,57.59365004756564
NA,Vegetables,28.683202394402876,5064,HIS,Depression,31.551522633843167
NA,Vegetables,62.4805123878188,65PLUS,OVERALL,Depression,68.72856362660069
NA,Vegetables,42.28967015984568,65PLUS,WHT,Depression,46.51863717583025
NA,Vegetables,35.17716473176313,5064,HIS,Depression,38.69488120493944
NA,Vegetables,53.43981311384086,65PLUS,FEMALE,Depression,58.783794425224954
NA,Vegetables,46.773924152834624,AGE_OVERALL,FEMALE,Depression,51.45131656811809
NA,Vegetables,43.21766562713577,65PLUS,NAA,Depression,47.53943218984936
NA,Vegetables,52.37961347975745,5064,WHT,Depression,57.6175748277332
NA,Vegetables,51.909723981864005,5064,HIS,Depression,57.10069638005041
NA,Vegetables,45.63025973860956,65PLUS,OVERALL,Depression,50.19328571247052
NA,Vegetables,42.35953822656456,5064,OVERALL,Depression,46.59549204922102
NA,Vegetables,52.96851758771559,AGE_OVERALL,WHT,Depression,58.265369346487155
NA,Vegetables,61.09341381466977,5064,WHT,Depression,67.20275519613675
NA,Vegetables,69.31525850220532,65PLUS,HIS,Depression,76.24678435242586
NA,Vegetables,50.73656497260282,AGE_OVERALL,OVERALL,Depression,55.81022146986311
NA,Vegetables,39.62438820976661,5064,OVERALL,Depression,43.58682703074327
NA,Vegetables,37.42433860924341,65PLUS,NAA,Depression,41.16677247016775
NA,Vegetables,49.77305401504728,AGE_OVERALL,WHT,Depression,54.75035941655201
NA,Vegetables,58.37403341508564,65PLUS,NAA,Depression,64.21143675659421
NA,Vegetables,39.778967114361,65PLUS,ASN,Depression,43.756863825797105
NA,Vegetables,56.43513427111252,5064,ASN,Depression,62.078647698223776
NA,Vegetables,64.83535919696293,AGE_OVERALL,BLK,Depression,71.31889511665922
NA,Vegetables,47.51807273746198,5064,OVERALL,Depression,52.26988001120818
NA,Vegetables,32.32306275637167,65PLUS,HIS,Depression,35.55536903200884
NA,Vegetables,56.87399709014511,5064,ASN,Depression,62.561396799159624
NA,Vegetables,45.682905999810046,65PLUS,MALE,Depression,50.25119659979106
NA,Vegetables,53.28197572159622,AGE_OVERALL,ASN,Depression,58.61017329375584
NA,Vegetables,53.30701032465,65PLUS,NAA,Depression,58.63771135711501
NA,Vegetables,48.7081312592951,5064,HIS,Depression,53.57894438522462
NA,Vegetables,43.35211911698207,5064,MALE,Depression,47.687331028680276
NA,Vegetables,48.24833946154953,5064,WHT,Depression,53.07317340770449
NA,Vegetables,58.61565706006755,65PLUS,OVERALL,Depression,64.4772227660743
NA,Vegetables,55.99409800913787,65PLUS,BLK,Depression,61.59350781005166
NA,Vegetables,45.20473774771576,5064,FEMALE,Depression,49.72521152248734
NA,Vegetables,32.500554764298705,65PLUS,ASN,Depression,35.75061024072858
NA,Vegetables,71.30469850067314,65PLUS,NAA,Depression,78.43516835074045
NA,Vegetables,49.05855591650461,AGE_OVERALL,WHT,Depression,53.964411508155074
NA,Vegetables,59.31053847291203,5064,OVERALL,Depression,65.24159232020324
NA,Vegetables,59.87427657116932,AGE_OVERALL,WHT,Depression,65.86170422828626
NA,Vegetables,48.754890108079564,5064,HIS,Depression,53.630379118887525
NA,Vegetables,37.51982404912304,AGE_OVERALL,WHT,Depression,41.27180645403534
NA,Vegetables,40.68517947744017,5064,OVERALL,Depression,44.75369742518419
NA,Vegetables,56.621481553801516,5064,BLK,Depression,62.283629709181675
NA,Vegetables,45.54466560896585,65PLUS,OVERALL,Depression,50.099132169862436
NA,Vegetables,58.79224116177713,65PLUS,NAA,Depression,64.67146527795485
NA,Vegetables,43.511725068319926,65PLUS,WHT,Depression,47.86289757515192
NA,Vegetables,53.013250044822875,5064,ASN,Depression,58.31457504930517
NA,Vegetables,23.070672711397062,AGE_OVERALL,FEMALE,Depression,25.37773998253677
NA,Vegetables,56.77838288334648,65PLUS,MALE,Depression,62.456221171681136
NA,Vegetables,53.44109068287963,65PLUS,HIS,Depression,58.7851997511676
NA,Vegetables,38.68958565006684,5064,HIS,Depression,42.558544215073525
NA,Vegetables,42.92739924068381,AGE_OVERALL,FEMALE,Depression,47.2201391647522
NA,Vegetables,46.684492004198944,AGE_OVERALL,NAA,Depression,51.352941204618844
NA,Vegetables,29.14559327822338,65PLUS,WHT,Depression,32.06015260604572
NA,Vegetables,48.829737506731426,5064,OVERALL,Depression,53.71271125740457
NA,Vegetables,45.60675148061753,65PLUS,NAA,Depression,50.16742662867929
NA,Vegetables,52.60299708930991,65PLUS,FEMALE,Depression,57.8632967982409
NA,Vegetables,42.70744639037902,65PLUS,ASN,Depression,46.97819102941693
NA,Vegetables,54.601513386347875,65PLUS,OVERALL,Depression,60.06166472498267
NA,Vegetables,49.39282972880348,5064,FEMALE,Depression,54.332112701683826
NA,Vegetables,46.25078268673354,AGE_OVERALL,MALE,Depression,50.87586095540689
NA,Vegetables,43.7157583990111,65PLUS,NAA,Depression,48.08733423891221
NA,Vegetables,61.99804145885909,65PLUS,BLK,Depression,68.19784560474501
NA,Vegetables,49.57205007424821,65PLUS,FEMALE,Depression,54.529255081673035
NA,Vegetables,45.26360181872236,AGE_OVERALL,FEMALE,Depression,49.7899620005946
NA,Vegetables,45.56608667872787,65PLUS,WHT,Depression,50.122695346600665
NA,Vegetables,54.78624501461043,65PLUS,OVERALL,Depression,60.26486951607148
NA,Vegetables,46.216045706547376,65PLUS,MALE,Depression,50.837650277202115
NA,Vegetables,57.16610386491223,AGE_OVERALL,OVERALL,Depression,62.882714251403456
NA,Vegetables,50.69832358939504,AGE_OVERALL,WHT,Depression,55.768155948334545
NA,Vegetables,59.72770207079772,5064,ASN,Depression,65.7004722778775
NA,Vegetables,51.24148800284961,65PLUS,WHT,Depression,56.36563680313457
NA,Vegetables,42.578291338775166,AGE_OVERALL,HIS,Depression,46.83612047265269
NA,Vegetables,48.31410702254111,AGE_OVERALL,HIS,Depression,53.145517724795226
NA,Vegetables,61.1544558367705,AGE_OVERALL,ASN,Depression,67.26990142044755
NA,Vegetables,66.3818518863648,65PLUS,OVERALL,Depression,73.02003707500128
NA,Vegetables,47.574833747257415,AGE_OVERALL,FEMALE,Depression,52.33231712198316
NA,Vegetables,53.22097084073623,65PLUS,BLK,Depression,58.543067924809854
NA,Vegetables,44.308194170815305,65PLUS,WHT,Depression,48.73901358789684
NA,Vegetables,53.87974416981129,65PLUS,NAA,Depression,59.26771858679242
NA,Vegetables,57.83620781776739,65PLUS,MALE,Depression,63.619828599544135
NA,Vegetables,56.31395153483665,5064,OVERALL,Depression,61.94534668832032
NA,Vegetables,56.87992468527311,65PLUS,FEMALE,Depression,62.56791715380043
NA,Vegetables,43.08970241055851,65PLUS,HIS,Depression,47.39867265161436
NA,Vegetables,60.602716893368324,5064,BLK,Depression,66.66298858270517
NA,Vegetables,40.34168012991009,AGE_OVERALL,OVERALL,Depression,44.3758481429011
NA,Vegetables,54.03205750056906,5064,OVERALL,Depression,59.43526325062597
NA,Vegetables,44.95735567668041,AGE_OVERALL,NAA,Depression,49.45309124434845
NA,Vegetables,25.18769331866521,5064,ASN,Depression,27.706462650531734
NA,Vegetables,34.974241639307955,65PLUS,HIS,Depression,38.47166580323876
NA,Vegetables,71.60675840364505,65PLUS,ASN,Depression,78.76743424400955
NA,Vegetables,53.2870370560444,5064,BLK,Depression,58.615740761648844
NA,Vegetables,58.9380212620905,5064,MALE,Depression,64.83182338829955
NA,Vegetables,46.437313024122304,AGE_OVERALL,HIS,Depression,51.08104432653454
NA,Vegetables,46.554238880181124,65PLUS,MALE,Depression,51.20966276819924
NA,Vegetables,43.42174888710274,65PLUS,WHT,Depression,47.76392377581301
NA,Vegetables,55.81306849185061,65PLUS,ASN,Depression,61.394375341035676
NA,Vegetables,46.00791917775908,AGE_OVERALL,WHT,Depression,50.60871109553499
NA,Vegetables,42.83078550664496,5064,FEMALE,Depression,47.113864057309456
NA,Vegetables,58.46673483420387,65PLUS,NAA,Depression,64.31340831762427
NA,Vegetables,46.59895987760235,AGE_OVERALL,WHT,Depression,51.258855865362584
NA,Vegetables,60.9932629226504,5064,HIS,Depression,67.09258921491545
NA,Vegetables,48.42463036482021,65PLUS,NAA,Depression,53.26709340130223
NA,Vegetables,47.26452034673205,5064,WHT,Depression,51.99097238140526
NA,Vegetables,47.60615361770727,65PLUS,BLK,Depression,52.366768979478
NA,Vegetables,38.02805908580468,65PLUS,MALE,Depression,41.83086499438515
NA,Vegetables,50.626269670779244,AGE_OVERALL,FEMALE,Depression,55.68889663785718
NA,Vegetables,52.95869813526291,AGE_OVERALL,NAA,Depression,58.2545679487892
NA,Vegetables,57.15748012812705,5064,NAA,Depression,62.87322814093976
NA,Vegetables,51.746586238408426,65PLUS,ASN,Depression,56.921244862249274
NA,Vegetables,63.49072353037578,5064,BLK,Depression,69.83979588341336
NA,Vegetables,35.67526424992944,AGE_OVERALL,FEMALE,Depression,39.24279067492239
NA,Vegetables,59.42460048556109,5064,ASN,Depression,65.36706053411721
NA,Vegetables,75.38937842067756,5064,BLK,Depression,82.92831626274533
NA,Vegetables,42.83156013168241,AGE_OVERALL,ASN,Depression,47.114716144850654
NA,Vegetables,32.29560418975001,65PLUS,MALE,Depression,35.525164608725014
NA,Vegetables,46.92968480379383,AGE_OVERALL,MALE,Depression,51.62265328417322
NA,Vegetables,43.07070172881802,65PLUS,BLK,Depression,47.37777190169983
NA,Vegetables,57.07433141275812,65PLUS,OVERALL,Depression,62.781764554033934
NA,Vegetables,45.52649747772615,AGE_OVERALL,HIS,Depression,50.07914722549877
NA,Vegetables,45.505542954690775,AGE_OVERALL,BLK,Depression,50.05609725015986
NA,Vegetables,48.93884205901962,AGE_OVERALL,OVERALL,Depression,53.83272626492159
NA,Vegetables,51.747963418947414,5064,ASN,Depression,56.92275976084216
NA,Vegetables,40.907933144355404,65PLUS,WHT,Depression,44.99872645879095
NA,Vegetables,51.553222183826165,5064,ASN,Depression,56.70854440220879
NA,Vegetables,58.92413056639383,AGE_OVERALL,OVERALL,Depression,64.81654362303321
NA,Vegetables,47.58575024722688,65PLUS,FEMALE,Depression,52.34432527194958
NA,Vegetables,50.38037337149046,5064,MALE,Depression,55.418410708639506
NA,Vegetables,45.34832857734356,AGE_OVERALL,MALE,Depression,49.883161435077916
NA,Vegetables,65.45009443563586,5064,ASN,Depression,71.99510387919945
NA,Vegetables,51.07294477273006,5064,ASN,Depression,56.18023925000307
NA,Vegetables,42.32296631857994,5064,ASN,Depression,46.555262950437935
NA,Vegetables,41.95092969679078,65PLUS,MALE,Depression,46.14602266646986
NA,Vegetables,44.29272774946879,AGE_OVERALL,NAA,Depression,48.72200052441567
NA,Vegetables,26.996149532795712,65PLUS,HIS,Depression,29.695764486075287
NA,Vegetables,43.5476730027054,5064,FEMALE,Depression,47.90244030297595
NA,Vegetables,68.90079249776429,65PLUS,OVERALL,Depression,75.79087174754072
NA,Vegetables,40.125510737396766,5064,HIS,Depression,44.138061811136446
NA,Vegetables,47.7406691642889,AGE_OVERALL,NAA,Depression,52.514736080717796
NA,Vegetables,49.99174966954956,AGE_OVERALL,OVERALL,Depression,54.99092463650452
NA,Vegetables,77.20746305261139,5064,MALE,Depression,84.92820935787253
NA,Vegetables,62.57100151498503,65PLUS,BLK,Depression,68.82810166648353
NA,Vegetables,62.97258220943043,5064,BLK,Depression,69.26984043037348
NA,Vegetables,55.11355917352661,65PLUS,MALE,Depression,60.62491509087928
NA,Vegetables,54.746078878106594,65PLUS,OVERALL,Depression,60.22068676591726
NA,Vegetables,52.36343100930929,65PLUS,BLK,Depression,57.59977411024022
NA,Vegetables,68.78627414266491,5064,ASN,Depression,75.66490155693141
NA,Vegetables,51.50379840999679,AGE_OVERALL,OVERALL,Depression,56.65417825099647
NA,Vegetables,40.79205165368319,AGE_OVERALL,ASN,Depression,44.87125681905151
NA,Vegetables,57.52614680808723,65PLUS,OVERALL,Depression,63.27876148889596
NA,Vegetables,41.93482944834822,5064,BLK,Depression,46.128312393183045
NA,Vegetables,47.71361666335151,65PLUS,ASN,Depression,52.48497832968666
NA,Vegetables,36.95493396063925,5064,MALE,Depression,40.65042735670318
NA,Vegetables,51.58600391232114,65PLUS,HIS,Depression,56.74460430355326
NA,Vegetables,41.99848817523838,65PLUS,ASN,Depression,46.19833699276222
NA,Vegetables,40.948308228066715,AGE_OVERALL,BLK,Depression,45.04313905087339
NA,Vegetables,58.085469013528666,AGE_OVERALL,OVERALL,Depression,63.894015914881535
NA,Vegetables,56.55850597094428,5064,HIS,Depression,62.21435656803872
NA,Vegetables,44.75097610846981,AGE_OVERALL,MALE,Depression,49.226073719316794
NA,Vegetables,60.65294123029368,5064,MALE,Depression,66.71823535332305
NA,Vegetables,41.88857334749264,AGE_OVERALL,OVERALL,Depression,46.0774306822419
NA,Vegetables,40.46659891462994,5064,OVERALL,Depression,44.51325880609294
NA,Vegetables,50.183538237182745,65PLUS,FEMALE,Depression,55.201892060901024
NA,Vegetables,49.701509448369045,5064,ASN,Depression,54.671660393205954
NA,Vegetables,64.32247271339381,65PLUS,NAA,Depression,70.7547199847332
NA,Vegetables,53.585468286651206,5064,WHT,Depression,58.94401511531633
NA,Vegetables,60.182926052168305,65PLUS,HIS,Depression,66.20121865738514
NA,Vegetables,67.60376359096043,65PLUS,NAA,Depression,74.36413995005647
NA,Vegetables,55.15492295962788,5064,ASN,Depression,60.670415255590676
NA,Vegetables,57.18626344498144,5064,BLK,Depression,62.90488978947959
NA,Vegetables,62.010807409718666,5064,BLK,Depression,68.21188815069054
NA,Vegetables,55.22649170899324,5064,NAA,Depression,60.749140879892565
NA,Vegetables,60.737884558651665,65PLUS,OVERALL,Depression,66.81167301451684
NA,Vegetables,35.705328020575635,65PLUS,OVERALL,Depression,39.2758608226332
NA,Vegetables,60.32488687661027,65PLUS,HIS,Depression,66.35737556427131
NA,Vegetables,73.33213981329524,AGE_OVERALL,HIS,Depression,80.66535379462478
NA,Vegetables,48.328100164689005,AGE_OVERALL,OVERALL,Depression,53.16091018115791
NA,Vegetables,51.96258617323794,65PLUS,FEMALE,Depression,57.15884479056174
NA,Vegetables,41.191496510771515,AGE_OVERALL,MALE,Depression,45.31064616184867
NA,Vegetables,45.909149560291524,65PLUS,BLK,Depression,50.500064516320684
NA,Vegetables,41.81145430914046,AGE_OVERALL,MALE,Depression,45.99259974005451
NA,Vegetables,47.32907062219423,65PLUS,BLK,Depression,52.061977684413655
NA,Vegetables,56.67964356786817,5064,WHT,Depression,62.347607924654994
NA,Vegetables,38.51339597104605,5064,OVERALL,Depression,42.36473556815066
NA,Vegetables,43.98774420475295,5064,BLK,Depression,48.38651862522825
NA,Vegetables,40.907094332547175,5064,NAA,Depression,44.9978037658019
NA,Vegetables,62.804000616343416,5064,HIS,Depression,69.08440067797777
NA,Vegetables,45.820589912045165,AGE_OVERALL,HIS,Depression,50.402648903249684
NA,Vegetables,39.91887132338661,5064,FEMALE,Depression,43.91075845572527
NA,Vegetables,25.615462701481356,5064,NAA,Depression,28.177008971629494
NA,Vegetables,47.42150121672324,5064,BLK,Depression,52.163651338395574
NA,Vegetables,54.6063274825236,AGE_OVERALL,OVERALL,Depression,60.06696023077596
NA,Vegetables,39.817154723584885,5064,NAA,Depression,43.79887019594338
NA,Vegetables,55.64796163534067,5064,NAA,Depression,61.21275779887474
NA,Vegetables,47.2380608060842,AGE_OVERALL,OVERALL,Depression,51.961866886692626
NA,Vegetables,49.13957011021661,5064,MALE,Depression,54.053527121238275
NA,Vegetables,69.47723727130162,5064,MALE,Depression,76.42496099843179
NA,Vegetables,38.35359971502743,AGE_OVERALL,WHT,Depression,42.188959686530175
NA,Vegetables,50.24023746877578,65PLUS,HIS,Depression,55.26426121565336
NA,Vegetables,65.371373089434,5064,NAA,Depression,71.9085103983774
NA,Vegetables,53.31602854690115,5064,NAA,Depression,58.64763140159127
NA,Vegetables,63.53327638758671,AGE_OVERALL,MALE,Depression,69.88660402634538
NA,Vegetables,52.755083306982776,5064,FEMALE,Depression,58.030591637681056
NA,Vegetables,47.68353047391423,5064,MALE,Depression,52.45188352130566
NA,Vegetables,41.22787521268187,5064,HIS,Depression,45.35066273395007
NA,Vegetables,40.341845920728495,5064,HIS,Depression,44.37603051280135
NA,Vegetables,59.0903885213927,AGE_OVERALL,OVERALL,Depression,64.99942737353197
NA,Vegetables,54.193542542657,65PLUS,WHT,Depression,59.612896796922705
NA,Vegetables,31.244015667204913,65PLUS,NAA,Depression,34.368417233925406
NA,Vegetables,41.539363291729074,AGE_OVERALL,BLK,Depression,45.69329962090199
NA,Vegetables,60.607523578358254,65PLUS,BLK,Depression,66.66827593619408
NA,Vegetables,42.47787232864561,65PLUS,ASN,Depression,46.72565956151018
NA,Vegetables,62.33579761000311,5064,FEMALE,Depression,68.56937737100343
NA,Vegetables,50.59487631947312,65PLUS,OVERALL,Depression,55.65436395142044
NA,Vegetables,66.39990763975092,5064,NAA,Depression,73.03989840372601
NA,Vegetables,48.61321946292828,AGE_OVERALL,ASN,Depression,53.47454140922111
NA,Vegetables,34.15218802075992,5064,ASN,Depression,37.56740682283592
NA,Vegetables,50.94736385440506,65PLUS,WHT,Depression,56.042100239845574
NA,Vegetables,48.54380610872538,5064,HIS,Depression,53.398186719597916
NA,Vegetables,50.70221982319428,AGE_OVERALL,NAA,Depression,55.77244180551371
NA,Vegetables,42.454767132665474,AGE_OVERALL,BLK,Depression,46.70024384593202
NA,Vegetables,51.80945055540057,65PLUS,ASN,Depression,56.99039561094064
NA,Vegetables,59.546430836279264,65PLUS,MALE,Depression,65.5010739199072
NA,Vegetables,63.0008212417671,AGE_OVERALL,ASN,Depression,69.30090336594381
NA,Vegetables,36.25543387243651,65PLUS,HIS,Depression,39.880977259680165
NA,Vegetables,50.71858659977329,5064,WHT,Depression,55.79044525975062
NA,Vegetables,46.27939506522742,5064,WHT,Depression,50.90733457175016
NA,Vegetables,30.04745750446699,5064,OVERALL,Depression,33.05220325491369
NA,Vegetables,34.41337529253219,65PLUS,ASN,Depression,37.85471282178541
NA,Vegetables,48.883565559627804,5064,FEMALE,Depression,53.77192211559059
NA,Vegetables,34.13946178376117,65PLUS,ASN,Depression,37.55340796213729
NA,Vegetables,35.04585864242078,65PLUS,HIS,Depression,38.55044450666286
NA,Vegetables,58.16029123992871,65PLUS,WHT,Depression,63.97632036392159
NA,Vegetables,41.421032649996896,AGE_OVERALL,MALE,Depression,45.563135914996586
NA,Vegetables,61.12088722940672,5064,FEMALE,Depression,67.2329759523474
NA,Vegetables,31.858874986061323,65PLUS,HIS,Depression,35.04476248466746
NA,Vegetables,71.68770983001679,5064,ASN,Depression,78.85648081301846
NA,Vegetables,48.479391460958404,AGE_OVERALL,MALE,Depression,53.32733060705425
NA,Vegetables,50.690901834821986,5064,MALE,Depression,55.75999201830419
NA,Vegetables,37.57389669080665,65PLUS,WHT,Depression,41.331286359887315
NA,Vegetables,50.50320941129218,5064,BLK,Depression,55.553530352421404
NA,Vegetables,38.36175365066239,65PLUS,ASN,Depression,42.19792901572863
NA,Vegetables,53.42747975733531,5064,OVERALL,Depression,58.77022773306885
NA,Vegetables,28.98307516910409,5064,OVERALL,Depression,31.8813826860145
NA,Vegetables,49.30516350338726,5064,OVERALL,Depression,54.23567985372599
NA,Vegetables,61.06025272997995,AGE_OVERALL,ASN,Depression,67.16627800297795
NA,Vegetables,56.41156941660076,5064,MALE,Depression,62.05272635826084
NA,Vegetables,56.55048615936242,5064,ASN,Depression,62.205534775298666
NA,Vegetables,43.72783969285543,5064,MALE,Depression,48.10062366214098
NA,Vegetables,31.874193869916883,5064,FEMALE,Depression,35.06161325690857
NA,Vegetables,41.70707988834212,5064,OVERALL,Depression,45.87778787717634
NA,Vegetables,77.11678890658845,65PLUS,FEMALE,Depression,84.8284677972473
NA,Vegetables,48.730601400558236,5064,NAA,Depression,53.60366154061406
NA,Vegetables,43.49215972325731,5064,FEMALE,Depression,47.84137569558305
NA,Vegetables,49.879838863957325,65PLUS,OVERALL,Depression,54.867822750353064
NA,Vegetables,54.7751377602781,AGE_OVERALL,ASN,Depression,60.25265153630591
NA,Vegetables,38.345887301755866,AGE_OVERALL,BLK,Depression,42.180476031931455
NA,Vegetables,46.60060957761912,65PLUS,OVERALL,Depression,51.26067053538103
NA,Vegetables,55.78801180261349,AGE_OVERALL,HIS,Depression,61.36681298287484
NA,Vegetables,46.66552248467993,AGE_OVERALL,BLK,Depression,51.33207473314793
NA,Vegetables,50.40668364120524,AGE_OVERALL,WHT,Depression,55.44735200532577
NA,Vegetables,37.30515672004861,65PLUS,FEMALE,Depression,41.03567239205347
NA,Vegetables,47.4123267423203,AGE_OVERALL,NAA,Depression,52.15355941655234
NA,Vegetables,36.26578369282676,65PLUS,BLK,Depression,39.892362062109434
NA,Vegetables,43.842619156001994,AGE_OVERALL,NAA,Depression,48.2268810716022
NA,Vegetables,49.81285466659363,AGE_OVERALL,OVERALL,Depression,54.794140133252995
NA,Vegetables,56.475122497641976,65PLUS,NAA,Depression,62.12263474740618
NA,Vegetables,60.476879502521214,65PLUS,NAA,Depression,66.52456745277334
NA,Vegetables,34.11739779563968,AGE_OVERALL,FEMALE,Depression,37.529137575203656
NA,Vegetables,56.0322483849453,AGE_OVERALL,NAA,Depression,61.63547322343983
NA,Vegetables,51.26173194355885,65PLUS,OVERALL,Depression,56.38790513791474
NA,Vegetables,61.96438616141019,AGE_OVERALL,BLK,Depression,68.16082477755121
NA,Vegetables,49.519535290845596,65PLUS,FEMALE,Depression,54.47148881993016
NA,Vegetables,31.55632754940649,65PLUS,NAA,Depression,34.711960304347144
NA,Vegetables,37.26892476607688,AGE_OVERALL,ASN,Depression,40.995817242684566
NA,Vegetables,55.98012538298003,AGE_OVERALL,NAA,Depression,61.578137921278035
NA,Vegetables,48.50819703200377,AGE_OVERALL,NAA,Depression,53.35901673520415
NA,Vegetables,54.33969292265917,AGE_OVERALL,OVERALL,Depression,59.77366221492509
NA,Vegetables,50.797457393762095,65PLUS,OVERALL,Depression,55.87720313313831
NA,Vegetables,52.04742160817689,65PLUS,OVERALL,Depression,57.252163768994585
NA,Vegetables,64.4201471426494,AGE_OVERALL,NAA,Depression,70.86216185691434
NA,Vegetables,52.91396972790574,5064,WHT,Depression,58.20536670069632
NA,Vegetables,58.92937801805648,AGE_OVERALL,BLK,Depression,64.82231581986214
NA,Vegetables,63.84551486393593,65PLUS,HIS,Depression,70.23006635032954
NA,Vegetables,64.43853496001353,65PLUS,HIS,Depression,70.88238845601488
NA,Vegetables,65.45972030845445,65PLUS,NAA,Depression,72.0056923392999
NA,Vegetables,26.170450168132145,5064,HIS,Depression,28.787495184945364
NA,Vegetables,61.41022856189663,AGE_OVERALL,HIS,Depression,67.5512514180863
NA,Vegetables,41.10397553303779,5064,NAA,Depression,45.214373086341574
NA,Vegetables,58.769220364036805,AGE_OVERALL,BLK,Depression,64.6461424004405
NA,Vegetables,57.276812079202735,65PLUS,OVERALL,Depression,63.00449328712301
NA,Vegetables,46.25512664632676,AGE_OVERALL,FEMALE,Depression,50.88063931095944
NA,Vegetables,73.10507613087165,5064,WHT,Depression,80.41558374395882
NA,Vegetables,50.32614064086674,AGE_OVERALL,OVERALL,Depression,55.35875470495342
NA,Vegetables,39.798234203403645,65PLUS,OVERALL,Depression,43.77805762374401
NA,Vegetables,42.046194203179375,65PLUS,NAA,Depression,46.250813623497315
NA,Vegetables,42.648378037823974,65PLUS,HIS,Depression,46.91321584160637
NA,Vegetables,46.134105744050316,5064,WHT,Depression,50.747516318455354
NA,Vegetables,50.285781793343496,5064,MALE,Depression,55.31435997267785
NA,Vegetables,48.93064294733152,5064,NAA,Depression,53.82370724206468
NA,Vegetables,64.62600808740967,65PLUS,MALE,Depression,71.08860889615065
NA,Vegetables,51.0335947813549,AGE_OVERALL,HIS,Depression,56.136954259490395
NA,Vegetables,50.39705322947013,65PLUS,MALE,Depression,55.436758552417146
NA,Vegetables,62.46060197217992,AGE_OVERALL,OVERALL,Depression,68.70666216939792
NA,Vegetables,56.679974003089534,5064,BLK,Depression,62.34797140339849
NA,Vegetables,57.41616616776744,AGE_OVERALL,ASN,Depression,63.157782784544196
NA,Vegetables,69.66072677650615,5064,FEMALE,Depression,76.62679945415677
NA,Vegetables,57.51647820250019,AGE_OVERALL,MALE,Depression,63.26812602275021
NA,Vegetables,50.159161847997666,65PLUS,HIS,Depression,55.17507803279744
NA,Vegetables,33.139051025874,5064,NAA,Depression,36.4529561284614
NA,Vegetables,43.46513287558075,AGE_OVERALL,OVERALL,Depression,47.81164616313883
NA,Vegetables,54.598548117891646,AGE_OVERALL,OVERALL,Depression,60.05840292968082
NA,Vegetables,55.990853793663554,5064,ASN,Depression,61.58993917302991
NA,Vegetables,36.88879526610761,65PLUS,NAA,Depression,40.57767479271837
